12|nrInsc|ideEmpregador|E|C|1|14|-|Informar o número de inscrição do contribuinte de acordo com o tipo de inscrição indicado no campo ideEmpregador/tpInsc e conforme informado em S-1000.
13|ideVinculo|evtAltContratual|G|-|1|-|-|Informações de identificação do trabalhador e do vínculo.
14|cpfTrab|ideVinculo|E|C|1|11|-|Preencher com o número do CPF do trabalhador.
15|matricula|ideVinculo|E|C|1|30|-|Matrícula atribuída ao trabalhador pela empresa ou, no caso de servidor público, a matrícula constante no            Sistema de Administração de Recursos Humanos do órgão.Validação: Deve corresponder à matrícula informada pelo empregador no evento S-2200 do            respectivo vínculo trabalhista.
16|altContratual|evtAltContratual|G|-|1|-|-|Alteração de dados contratuais.
17|dtAlteracao|altContratual|E|D|1|-|-|Preencher com a data da alteração das informações.Validação: Não pode ser posterior a 180 (cento e oitenta) dias da data atual.
18|dtEf|altContratual|E|D|0-1|-|-|Data dos efeitos remuneratórios da alteração contratual.            Se a alteração foi fruto de lei, acordo coletivo, convenção coletiva ou sentença normativa, informar a data            a partir da qual a alteração produz efeitos remuneratórios.Validação: Deve ser uma data válida, igual ou posterior à data de admissão.
19|dscAlt|altContratual|E|C|0-1|50|-|Descrição da alteração ou do instrumento que a gerou.
20|vinculo|altContratual|G|-|1|-|-|Grupo de informações do vínculo trabalhista.
21|tpRegPrev|vinculo|E|N|1|1|-|Tipo de regime previdenciário (ou Sistema de Proteção Social dos Militares das Forças Armadas).Valores válidos:1 - Regime Geral de Previdência Social - RGPS2 - Regime Próprio de Previdência Social - RPPS, Regime dos Parlamentares e Sistema de            Proteção dos Militares dos Estados/DF3 - Regime de Previdência Social no exterior4 - Sistema de Proteção Social dos Militares das Forças Armadas - SPSMFAValidação: Se codCateg =            [104], deve ser preenchido com [1]. Se codCateg = [101, 102, 103, 105, 106,            107, 108, 111], não pode ser preenchido com [2, 4].
22|infoRegimeTrab|vinculo|G|-|0-1|-|-|Informações do regime trabalhista.
23|infoCeletista|infoRegimeTrab|G|-|0-1|-|-|Informações de trabalhador celetista.
24|tpRegJor|infoCeletista|E|N|1|1|-|Regime de jornada do empregado.Valores válidos:1 - Submetido a horário de trabalho (Capítulo II do Título II da CLT)2 - Atividade externa especificada no inciso I do art. 62 da CLT3 - Função especificada no inciso II do art. 62 da CLT4 - Teletrabalho, previsto no inciso III do art. 62 da CLT
25|natAtividade|infoCeletista|E|N|1|1|-|Natureza da atividade.Valores válidos:1 - Trabalho urbano2 - Trabalho ruralValidação: Se codCateg =            [104], deve ser preenchido com [1]. Se codCateg = [102], deve ser preenchido            com [2].
26|dtBase|infoCeletista|E|N|0-1|2|-|Mês relativo à data base da categoria profissional do trabalhador.Validação: Se informado, deve ser maior ou igual a 1 e menor ou igual a 12.
27|cnpjSindCategProf|infoCeletista|E|C|1|14|-|Preencher com o CNPJ do sindicato representativo da categoria (preponderante ou diferenciada).Validação: Deve ser um CNPJ válido, com 14 (catorze) algarismos.
28|trabTemporario|infoCeletista|G|-|0-1|-|-|Dados sobre trabalho temporário. Preenchimento obrigatório no caso de prorrogação de contrato de trabalhador            temporário.
29|justProrr|trabTemporario|E|C|1|99|-|Descrever a justificativa para a prorrogação do contrato de trabalho temporário.
30|aprend|infoCeletista|G|-|0-1|-|-|Informações relacionadas ao aprendiz.
31|indAprend|aprend|E|N|1|1|-|Indicativo de modalidade de contratação de aprendiz.Valores válidos:1 - Contratação direta: contratação do aprendiz efetivada pelo estabelecimento cumpridor da            cota de aprendizagem2 - Contratação indireta: contratação do aprendiz efetivada por entidades sem fins            lucrativos ou por entidades de prática desportiva a serviço do estabelecimento cumpridor da cota
32|cnpjEntQual|aprend|E|C|0-1|14|-|Informar o número de inscrição no CNPJ da entidade qualificadora, no caso de contratação direta.Validação: Preenchimento obrigatório e exclusivo se indAprend =            [1].            Deve ser um CNPJ válido, com 14 (catorze) algarismos.
33|tpInsc|aprend|E|N|0-1|1|-|Preencher com o código correspondente ao tipo de inscrição do estabelecimento para o qual a contratação de            aprendiz foi efetivada, no caso de contratação indireta, conforme Tabela                05.Valores válidos:1 - CNPJ2 - CPFValidação: Preenchimento obrigatório e exclusivo se indAprend =            [2].
34|nrInsc|aprend|E|C|0-1|14|-|Informar o número de inscrição do estabelecimento para o qual a contratação de aprendiz foi efetivada, no            caso de contratação indireta, de acordo com o tipo de inscrição indicado no campo aprend/tpInsc.Validação: Preenchimento obrigatório e exclusivo se indAprend =            [2].            Deve ser um identificador válido e:            a) Se aprend/tpInsc =            [1], deve ser informado com 14 (catorze) algarismos. Se o empregador for pessoa jurídica, a raiz do CNPJ            informado deve ser diferente de ideEmpregador/nrInsc.            b) Se aprend/tpInsc =            [2], deve ser diferente do CPF do empregado. Se o empregador for pessoa física, também deve ser diferente do            CPF do empregador.
35|cnpjPrat|aprend|E|C|0-1|14|-|Informar o número de inscrição no CNPJ do estabelecimento onde estão sendo realizadas as atividades            práticas, quando ocorrer uma das seguintes situações:            a) Modalidade alternativa de cumprimento de cota de aprendizagem (neste caso, informar o CNPJ da entidade            concedente da parte prática);            b) Realização das atividades práticas na empresa contratante do serviço terceirizado;            c) Centralização das atividades práticas em estabelecimento da própria empresa, diverso do estabelecimento            responsável pelo cumprimento da cota.Validação: Deve ser um CNPJ válido, com 14 (catorze) algarismos.
36|infoEstatutario|infoRegimeTrab|G|-|0-1|-|-|Informações de trabalhador estatutário.
37|tpPlanRP|infoEstatutario|E|N|1|1|-|Tipo de plano de segregação da massa.Valores válidos:0 - Sem segregação da massa1 - Fundo em capitalização2 - Fundo em repartição3 - Mantido pelo Tesouro
38|indTetoRGPS|infoEstatutario|E|C|1|1|-|Informar se o servidor está sujeito ao teto do RGPS pela instituição do regime de previdência            complementar.Valores válidos:S - SimN - Não
39|indAbonoPerm|infoEstatutario|E|C|1|1|-|Indicar se o servidor recebe abono permanência.Valores válidos:S - SimN - Não
40|infoContrato|vinculo|G|-|1|-|-|Informações do contrato de trabalho.
41|nmCargo|infoContrato|E|C|0-1|00|-|Informar o nome do cargo.Validação: O preenchimento é obrigatório, exceto se for relativo a servidor nomeado em            cargo em comissão (no evento S-2200, tpRegTrab = [2] e tpProv = [2]).
42|CBOCargo|infoContrato|E|C|0-1|6|-|Informar a Classificação Brasileira de Ocupações - CBO relativa ao cargo.Validação: Informação obrigatória e exclusiva se nmCargo for preenchido. Se informado,            deve ser um código válido e existente na tabela de CBO, com 6 (seis) posições.
43|nmFuncao|infoContrato|E|C|0-1|00|-|Informar o nome da função de confiança/cargo em comissão.Validação: Preenchimento obrigatório se for relativo a servidor nomeado em cargo em            comissão (no evento S-2200, tpRegTrab = [2] e tpProv = [2]).
44|CBOFuncao|infoContrato|E|C|0-1|6|-|Informar a CBO relativa à função de confiança/cargo em comissão.Validação: Informação obrigatória e exclusiva se nmFuncao for preenchido. Se informado,            deve ser um código válido e existente na tabela de CBO, com 6 (seis) posições.
45|acumCargo|infoContrato|E|C|0-1|1|-|Informar se o cargo, emprego ou função pública é acumulável.Valores válidos:S - SimN - NãoValidação: Preenchimento obrigatório se a natureza jurídica do declarante for igual a            1XX-X, 201-1 ou 203-8.
46|codCateg|infoContrato|E|N|1|3|-|Preencher com o código da categoria do trabalhador.Validação: Deve ser um código válido e existente na Tabela 01.
47|remuneracao|infoContrato|G|-|0-1|-|-|Informações da remuneração e periodicidade de pagamento.
48|vrSalFx|remuneracao|E|N|1|14|2|Salário base do trabalhador, correspondente à parte fixa da remuneração.Validação: Se undSalFixo            for igual a [7], preencher com 0 (zero).
49|undSalFixo|remuneracao|E|N|1|1|-|Unidade de pagamento da parte fixa da remuneração.Valores válidos:1 - Por hora2 - Por dia3 - Por semana4 - Por quinzena5 - Por mês6 - Por tarefa7 - Não aplicável - Salário exclusivamente variável
50|dscSalVar|remuneracao|E|C|0-1|99|-|Descrição do salário por tarefa ou variável e como este é calculado. Ex.: Comissões pagas no percentual de            10% sobre as vendas.Validação: Preenchimento obrigatório se undSalFixo for igual a            [6, 7].
51|duracao|infoContrato|G|-|0-1|-|-|Duração do contrato de trabalho.
52|tpContr|duracao|E|N|1|1|-|Tipo de contrato de trabalho.Valores válidos:1 - Prazo indeterminado2 - Prazo determinado, definido em dias3 - Prazo determinado, vinculado à ocorrência de um fatoValidação: Se codCateg =            [103] e dtAlteracao >= [2024-04-22], deve ser informado            [2].
53|dtTerm|duracao|E|D|0-1|-|-|Data do término do contrato por prazo determinado.Validação: O preenchimento é obrigatório se tpContr = [2]. Não informar se            tpContr = [1]. Se preenchido, deve            ser igual ou posterior à data de admissão (no caso de transferência ou mudança de CPF, igual ou posterior a            sucessaoVinc/dtTransf, transfDom/dtTransf ou dtAltCPF do evento S-2200, conforme o caso).            Retornar alerta caso a data informada seja anterior a dtAlteracao.
54|objDet|duracao|E|C|0-1|55|-|Indicação do objeto determinante da contratação por prazo determinado (obra, serviço, safra, etc.).Validação: O preenchimento é obrigatório e exclusivo se tpContr = [3].
55|localTrabalho|infoContrato|G|-|1|-|-|Informações do local de trabalho.
56|localTrabGeral|localTrabalho|G|-|0-1|-|-|Estabelecimento (CNPJ, CNO, CAEPF) onde o trabalhador (exceto doméstico) exercerá suas atividades. Caso o            trabalhador exerça suas atividades em instalações de terceiros, este campo deve ser preenchido com o            estabelecimento do próprio empregador ao qual o trabalhador esteja vinculado.
57|tpInsc|localTrabGeral|E|N|1|1|-|Preencher com o código correspondente ao tipo de inscrição, conforme Tabela 05.Valores válidos:1 - CNPJ3 - CAEPF4 - CNO
58|nrInsc|localTrabGeral|E|C|1|14|-|Informar o número de inscrição do contribuinte de acordo com o tipo de inscrição indicado no campo localTrabGeral/tpInsc.Validação: Deve ser um número de inscrição válido e existente na Tabela de Estabelecimentos            (S-1005), bem como compatível com localTrabGeral/tpInsc.
59|descComp|localTrabGeral|E|C|0-1|80|-|Descrição complementar do local de trabalho.
60|localTempDom|localTrabalho|G|-|0-1|-|-|Grupo preenchido exclusivamente em caso de trabalhador doméstico e trabalhador temporário, indicando o            endereço onde o trabalhador exerce suas atividades.
61|tpLograd|localTempDom|E|C|0-1|4|-|Tipo de logradouro.Validação: Se informado, deve ser um código válido e existente na Tabela 20.
62|dscLograd|localTempDom|E|C|1|00|-|Descrição do logradouro.
63|nrLograd|localTempDom|E|C|1|10|-|Número do logradouro.            Se não houver número a ser informado, preencher com S/N.
64|complemento|localTempDom|E|C|0-1|30|-|Complemento do logradouro.
65|bairro|localTempDom|E|C|0-1|90|-|Nome do bairro/distrito.
66|cep|localTempDom|E|C|1|8|-|Código de Endereçamento Postal - CEP.Validação: Deve ser preenchido apenas com números, com 8 (oito) posições.
67|codMunic|localTempDom|E|N|1|7|-|Preencher com o código do município, conforme tabela do IBGE.Validação: Deve ser um código válido e existente na tabela do IBGE.
68|uf|localTempDom|E|C|1|2|-|Preencher com a sigla da Unidade da Federação - UF.Valores válidos: AC, AL, AP, AM, BA, CE, DF, ES, GO, MA, MT, MS, MG, PA, PB, PR, PE, PI,            RJ, RN, RS, RO, RR, SC, SP, SE, TO
69|horContratual|infoContrato|G|-|0-1|-|-|Informações do horário contratual do trabalhador.
70|qtdHrsSem|horContratual|E|N|0-1|4|2|Quantidade média de horas relativas à jornada semanal do trabalhador.Validação: Deve ser preenchida se codCateg for diferente de [111]. Se            informada, deve ser maior que 0 (zero).
71|tpJornada|horContratual|E|N|1|1|-|Tipo de jornada.Valores válidos:2 - Jornada 12 x 36 (12 horas de trabalho seguidas de 36 horas ininterruptas de            descanso)3 - Jornada com horário diário fixo e folga variável4 - Jornada com horário diário fixo e folga fixa (no domingo)5 - Jornada com horário diário fixo e folga fixa (exceto no domingo)6 - Jornada com horário diário fixo e folga fixa (em outro dia da semana), com folga            adicional periódica no domingo7 - Turno ininterrupto de revezamento9 - Demais tipos de jornada
72|tmpParc|horContratual|E|N|1|1|-|Preencher com o código relativo ao tipo de contrato em tempo parcial.Valores válidos:0 - Não é contrato em tempo parcial1 - Limitado a 25 horas semanais2 - Limitado a 30 horas semanais3 - Limitado a 26 horas semanaisValidação: O código [1] só é válido se codCateg = [104]. Os códigos [2, 3] não            são válidos se codCateg = [104].
73|horNoturno|horContratual|E|C|0-1|1|-|Indicar se a jornada semanal possui horário noturno (no todo ou em parte).Valores válidos:S - SimN - NãoValidação: Informação obrigatória se codCateg for diferente de [111].
74|dscJorn|horContratual|E|C|1|99|-|Descrição da jornada semanal contratual, contendo os dias da semana e os respectivos horários contratuais            (entrada, saída e intervalos).
75|alvaraJudicial|infoContrato|G|-|0-1|-|-|Informações do alvará judicial em caso de contratação de menores de 14 anos, em qualquer categoria, e de            maiores de 14 e menores de 16, em categoria diferente de Aprendiz.
76|nrProcJud|alvaraJudicial|E|C|1|20|-|Preencher com o número do processo judicial.Validação: Deve ser um número de processo judicial válido.
77|observacoes|infoContrato|G|-|0-99|-|-|Observações do contrato de trabalho.
78|observacao|observacoes|E|C|1|55|-|Observação relacionada ao contrato de trabalho.
79|treiCap|infoContrato|G|-|0-99|-|-|Treinamentos, capacitações, exercícios simulados, autorizações ou outras anotações que devam ser anotadas no            registro de empregados e/ou na CTPS, por determinação de Norma Regulamentadora - NR.
80|codTreiCap|treiCap|E|N|1|4|-|Informar o código do treinamento, capacitação, exercício simulado ou outra anotação, conforme Tabela 28.Validação: Deve ser um código válido e existente na Tabela 28.
